iter	Logloss
476	0.07595891778
477	0.07586792911
478	0.07576245783
479	0.07560803621
480	0.07548908114
481	0.0753735468
482	0.0753026687
483	0.07519865153
484	0.07511965636
485	0.07501934982
486	0.07492610073
487	0.07480607142
488	0.07468467227
489	0.07458123668
490	0.07450880359
491	0.07442165048
492	0.07431292636
493	0.07421122218
494	0.07413131415
495	0.0740083041
496	0.07385369056
497	0.073764887
498	0.07370412738
499	0.0736014103
500	0.07347815858
501	0.07336762239
502	0.07325937586
503	0.07313398691
504	0.07297169417
505	0.07286243291
506	0.07276810161
507	0.07270318362
508	0.07255565782
509	0.07240695465
510	0.07230429635
511	0.072193719
512	0.07209727707
513	0.07200166557
514	0.07188863207
515	0.07179403668
516	0.07165751133
517	0.07154186421
518	0.07146186072
519	0.07134277612
520	0.0712838259
521	0.07122814817
522	0.07111777571
523	0.07105694732
524	0.07093698862
525	0.07087370191
526	0.07073036997
527	0.07065236634
528	0.07052550427
529	0.0703906891
530	0.07023871378
531	0.07012505011
532	0.0700491057
533	0.06993959485
534	0.0698762084
535	0.06975707904
536	0.06968646744
537	0.06958049729
538	0.0695028105
539	0.06943236553
540	0.06932911048
541	0.06924955367
542	0.06917076849
543	0.06906672853
544	0.06893867031
545	0.06879439042
546	0.06864337024
547	0.06851632028
548	0.06842505826
549	0.06828489851
550	0.06819337298
551	0.06809255872
552	0.06797693134
553	0.06789584805
554	0.06783279122
555	0.06775666222
556	0.06766711253
557	0.06760400755
558	0.06752201238
559	0.0673972164
560	0.06734690376
561	0.06725652911
562	0.06715948477
563	0.06702464087
564	0.06693297246
565	0.06688875927
566	0.06681168897
567	0.06676966788
568	0.06665535897
569	0.06653721569
570	0.06645130103
571	0.06634584602
572	0.06627814226
573	0.06620772194
574	0.06615631589
575	0.06610449566
576	0.06599595196
577	0.06589959741
578	0.06582502875
579	0.06573844164
580	0.06562585556
581	0.06551128334
582	0.06546249889
583	0.06540138409
584	0.06533999569
585	0.06524901023
586	0.0651417775
587	0.06509005411
588	0.06504085382
589	0.06495320931
590	0.06487369449
591	0.0647922222
592	0.06468899999
593	0.06458059955
594	0.06450139106
595	0.06440645697
596	0.06429014693
597	0.06419076724
598	0.0641247929
599	0.06401665091
600	0.06392162945
601	0.06386617758
602	0.06381083547
603	0.0637667531
604	0.06365908933
605	0.06355522539
606	0.06350288811
607	0.06340575098
608	0.06332308537
609	0.06325944547
610	0.06322767233
611	0.06312719712
612	0.06304760732
613	0.06300012809
614	0.06290645645
615	0.0628260992
616	0.06279249064
617	0.0627280279
618	0.06259994088
619	0.06252256805
620	0.06242741636
621	0.06233418644
622	0.06221137697
623	0.06208157673
624	0.06196151624
625	0.06189123201
626	0.06181720538
627	0.06174216724
628	0.06167354895
629	0.06156538093
630	0.06151155629
631	0.0614302648
632	0.06132498553
633	0.06125217819
634	0.06119811584
635	0.06108381291
636	0.06099750628
637	0.06093361074
638	0.06083606457
639	0.06078617544
640	0.06070955624
641	0.06062032544
642	0.06055150269
643	0.06047028395
644	0.06039005381
645	0.06032623434
646	0.06028995737
647	0.06020121586
648	0.06010119911
649	0.06003775457
650	0.05994326956
651	0.05989113343
652	0.05983929123
653	0.05977851347
654	0.05970961048
655	0.05964798601
656	0.05956493343
657	0.05951657541
658	0.05942348624
659	0.05935211148
660	0.05925934808
661	0.05915764049
662	0.05905998888
663	0.05900611863
664	0.05894440775
665	0.0588661175
666	0.05880397147
667	0.05872069394
668	0.05863982178
669	0.05852850258
670	0.058427813
671	0.05836579529
672	0.05826806311
673	0.05817859165
674	0.05814745327
675	0.05808362178
676	0.05800590556
677	0.0578908058
678	0.05781994451
679	0.05773733579
680	0.05769291239
681	0.05763416756
682	0.05752098016
683	0.0574602952
684	0.05739955731
685	0.05733025378
686	0.0572700068
687	0.05721409271
688	0.05714622767
689	0.0570606901
690	0.05700678944
691	0.05691826773
692	0.05687302526
693	0.05677683211
694	0.05672060861
695	0.05666063115
696	0.05661953228
697	0.05657347129
698	0.0565103554
699	0.05645488803
700	0.05636895852
701	0.05628220162
702	0.05621143433
703	0.0561299933
704	0.05608009405
705	0.05600871762
706	0.05590679146
707	0.05587313004
708	0.05581472162
709	0.05572297927
710	0.05565643617
711	0.055586959
712	0.05550075303
713	0.05542884058
714	0.0553709331
715	0.05531757656
716	0.05525985955
717	0.05522967284
718	0.05512665795
719	0.05505944106
720	0.05498449961
721	0.05492643658
722	0.05485588444
723	0.05481745264
724	0.05475149103
725	0.05470252643
726	0.05463498827
727	0.05454662667
728	0.05448033141
729	0.05439831262
730	0.05435716813
731	0.05426065921
732	0.05418266128
733	0.05412350719
734	0.05408158808
735	0.05402822029
736	0.05394978299
737	0.05387260446
738	0.0538208178
739	0.05376001088
740	0.05368191133
741	0.05359106824
742	0.05354063216
743	0.05346093204
744	0.053385063
745	0.05328937069
746	0.05323200482
747	0.0531783765
748	0.05309152056
749	0.05301706944
750	0.05296091817
751	0.05288643486
752	0.05283287003
753	0.0527537633
754	0.05268598862
755	0.05260021324
756	0.05253977333
757	0.05244632841
758	0.0524181488
759	0.05237696821
760	0.05232584063
761	0.05228714556
762	0.05221436078
763	0.0521274655
764	0.05205581007
765	0.05197593894
766	0.05191372242
767	0.05182286833
768	0.05180658377
769	0.05172769787
770	0.05165603249
771	0.05158570395
772	0.05154137016
773	0.05150852909
774	0.05147981925
775	0.05140186471
776	0.05136217037
777	0.0512985686
778	0.05123895937
779	0.05119527468
780	0.05116814489
781	0.05113086738
782	0.05108968769
783	0.05102724617
784	0.05098882124
785	0.0509478545
786	0.05089178941
787	0.05082269728
788	0.0507689343
789	0.05072519193
790	0.05064939224
791	0.0505551069
792	0.05053069791
793	0.05043993815
794	0.05036288756
795	0.0503214329
796	0.05028557166
797	0.05019522104
798	0.05012153841
799	0.05005064227
800	0.04997148039
801	0.04991846554
802	0.04987452646
803	0.04979609049
804	0.04974001125
805	0.04965581242
806	0.04960696062
807	0.04953183231
808	0.04947078776
809	0.0494022019
810	0.04934655304
811	0.04925497916
812	0.04921278152
813	0.04915658259
814	0.0491101866
815	0.04906616694
816	0.04900540992
817	0.04895261161
818	0.04887756658
819	0.04882500245
820	0.04878459122
821	0.04874381178
822	0.04868092011
823	0.04860262539
824	0.04858019692
825	0.04855787615
826	0.04850513951
827	0.048450886
828	0.04838427054
829	0.04831111384
830	0.04824794077
831	0.04820225921
832	0.04816364617
833	0.04813112608
834	0.04806165962
835	0.04801220855
836	0.04799057301
837	0.04793104504
838	0.0478767156
839	0.04781098366
840	0.04775235943
841	0.04767103559
842	0.04758364698
843	0.0475569258
844	0.04749388936
845	0.04743184761
846	0.04737692171
847	0.04729843254
848	0.04726340937
849	0.04717780979
850	0.04711506321
851	0.04703962061
852	0.04696450495
853	0.04691660634
854	0.04689998642
855	0.04682428599
856	0.04679375075
857	0.04672842501
858	0.04667626103
859	0.04665202761
860	0.04660004469
861	0.04658185659
862	0.04653033242
863	0.04646777873
864	0.04639469596
865	0.04635584616
866	0.04629348987
867	0.04623303101
868	0.04617999237
869	0.04612838849
870	0.04604976804
871	0.04600660632
872	0.04594994566
873	0.04586530517
874	0.04581533753
875	0.04575108901
876	0.04567622026
877	0.04563714149
878	0.04559339384
879	0.04552152352
880	0.04549256986
881	0.0454128885
882	0.04537702333
883	0.04531086515
884	0.04523367118
885	0.04517975937
886	0.04511497392
887	0.04502157206
888	0.04496775086
889	0.04491764906
890	0.04486718757
891	0.04480805112
892	0.04475919421
893	0.04473491243
894	0.04469140817
895	0.04464348944
896	0.04459948949
897	0.0445159901
898	0.0444930804
899	0.04446046979
900	0.04442251011
901	0.04437920807
902	0.04434116341
903	0.04428195273
904	0.0442050222
905	0.04416458853
906	0.04408760198
907	0.04403617636
908	0.04396314571
909	0.04389505818
910	0.04385934305
911	0.04379119091
912	0.04373855052
913	0.04365906763
914	0.04359807575
915	0.04353489207
916	0.04348483479
917	0.04341574953
918	0.04335390908
919	0.04331252929
920	0.04329555044
921	0.04327037118
922	0.04320975978
923	0.04315761508
924	0.04310968557
925	0.04305850652
926	0.04299802714
927	0.04297845181
928	0.04294742642
929	0.0429151782
930	0.04288674562
931	0.04283632419
932	0.04279407216
933	0.04271801191
934	0.04266899042
935	0.04260774032
936	0.04253775658
937	0.0425168201
938	0.04246244223
939	0.04240891704
940	0.04234272343
941	0.04231536091
942	0.04225949468
943	0.04220437285
944	0.04217768844
945	0.04211528609
946	0.04207702559
947	0.04203177144
948	0.04196943239
949	0.04193863514
950	0.04189712136
951	0.0418760367
952	0.04183360764
953	0.04176711075
954	0.04169897765
955	0.04166162742
956	0.04160148424
957	0.04153586264
958	0.04145932838
959	0.04139393734
960	0.04135760717
961	0.04131501177
962	0.04129361916
963	0.04126298875
964	0.04122657359
965	0.04118136125
966	0.04115002465
967	0.0410731934
968	0.04103117995
969	0.04097688103
970	0.04093666748
971	0.04088076229
972	0.04081359944
973	0.04077045929
974	0.040717653
975	0.04066169368
976	0.04060362139
977	0.04056618761
978	0.04053466207
979	0.04047084864
980	0.04041898221
981	0.04036634131
982	0.04028882736
983	0.04026652666
984	0.04020519546
985	0.0401424032
986	0.04009613718
987	0.04002856357
988	0.04000039019
989	0.03994391084
990	0.03989797757
991	0.0398738629
992	0.03984307303
993	0.03980235592
994	0.03977076579
995	0.03974374509
996	0.03969887639
997	0.03965359814
998	0.03962486868
999	0.0395653511
